first_name,last_name,nickname,record,age,height,weight,weight_class,debut,arm_reach,leg_reach,born_town,academy,fighter_style,wins_by_ko,wins_by_first_round_ko,sig_striking_landed,sig_striking_throw,takedowns_attempted,takedowns_landed,takedowns_avg,sig_striking_landed_min,avg_knockdown_fight,striking_defence,knockdown_avg,sig_striking_recieved_min,sub_avg_per_fight,takedown_defence,avg_fight_time,sig_striking_landed_by_pos,wins_by_method,sig_striking_by_target
Mitch,Raposo,,0-1-0 (W-L-D),24,65.00,126.00,Flyweight,"Mar. 07, 2023",64.50,36.00,"Fall River, Estados Unidos",,,0,0,21,82,3,,67%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(86%)', 'number': '18'}}, {'name': 'Clinch', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(14%)', 'number': '3'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '76%', 'value': '16'}, 'body': {'percentage': '5%', 'value': '1'}, 'legs': {'percentage': '19%', 'value': '4'}}"
Mateusz,Rębecki,"""Chinczyk""",17-1-0 (W-L-D),30,67.00,155.50,Lightweight,"Jan. 14, 2023",66.00,36.50,"Gryfice, Polonia",,Brazilian Jiu-Jitsu,14,8,89,173,8,3,63%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(71%)', 'number': '63'}}, {'name': 'Clinch', 'value': {'percentage': '(4%)', 'number': '4'}}, {'name': 'Suelo', 'value': {'percentage': '(25%)', 'number': '22'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(50%)', 'number': '8'}}, {'name': 'DEC', 'value': {'percentage': '(13%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(38%)', 'number': '6'}}]}","{'head': {'percentage': '60%', 'value': '53'}, 'body': {'percentage': '30%', 'value': '27'}, 'legs': {'percentage': '10%', 'value': '9'}}"
Greg,Rebello,"""Ribz""",24-8-0 (W-L-D),40,72.00,248.00,Heavyweight,"Jul. 11, 2017",73.00,40.00,"Wareham, Estados Unidos",,,0,0,25,64,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(96%)', 'number': '24'}}, {'name': 'Clinch', 'value': {'percentage': '(4%)', 'number': '1'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(63%)', 'number': '15'}}, {'name': 'DEC', 'value': {'percentage': '(29%)', 'number': '7'}}, {'name': 'SUB', 'value': {'percentage': '(8%)', 'number': '2'}}]}","{'head': {'percentage': '76%', 'value': '19'}, 'body': {'percentage': '4%', 'value': '1'}, 'legs': {'percentage': '20%', 'value': '5'}}"
Karl,Reed,"""No Worries""",2-1-0 (W-L-D),34,75.00,205.50,Light Heavyweight,"Aug. 15, 2017",78.00,45.00,"Brandon, Estados Unidos",,,0,0,58,129,9,,22%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(52%)', 'number': '30'}}, {'name': 'Clinch', 'value': {'percentage': '(48%)', 'number': '28'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(50%)', 'number': '1'}}, {'name': 'DEC', 'value': {'percentage': '(50%)', 'number': '1'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '69%', 'value': '40'}, 'body': {'percentage': '19%', 'value': '11'}, 'legs': {'percentage': '12%', 'value': '7'}}"
Elise,Reed,,6-3-0 (W-L-D),30,63.00,115.50,Women's Strawweight,"Jul. 24, 2021",63.00,36.00,"Sacramento, Estados Unidos",,Striker,2,3,149,284,3,,100%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(74%)', 'number': '111'}}, {'name': 'Clinch', 'value': {'percentage': '(16%)', 'number': '24'}}, {'name': 'Suelo', 'value': {'percentage': '(9%)', 'number': '14'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(40%)', 'number': '2'}}, {'name': 'DEC', 'value': {'percentage': '(60%)', 'number': '3'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '55%', 'value': '82'}, 'body': {'percentage': '21%', 'value': '32'}, 'legs': {'percentage': '23%', 'value': '35'}}"
Steve,Regman,"""""The Predator""""",9-3-0 (W-L-D),31,71.00,184.50,Middleweight,"Mar. 07, 2023",78.00,,"Irvington, Estados Unidos",,MMA,0,0,12,20,2,,100%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(83%)', 'number': '10'}}, {'name': 'Clinch', 'value': {'percentage': '(8%)', 'number': '1'}}, {'name': 'Suelo', 'value': {'percentage': '(8%)', 'number': '1'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '58%', 'value': '7'}, 'body': {'percentage': '8%', 'value': '1'}, 'legs': {'percentage': '33%', 'value': '4'}}"
Paulo,Renato,,0-1-0 (W-L-D),29,,221.00,Heavyweight,"Mar. 07, 2023",,,,,,0,0,77,165,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(99%)', 'number': '76'}}, {'name': 'Clinch', 'value': {'percentage': '(1%)', 'number': '1'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '31%', 'value': '24'}, 'body': {'percentage': '9%', 'value': '7'}, 'legs': {'percentage': '60%', 'value': '46'}}"
Solomon,Renfro,"""The Black Dragon/King""",0-1-0 (W-L-D),26,69.50,170.00,Welterweight,"Mar. 07, 2023",72.50,40.00,"Cleveland, Estados Unidos",,,0,0,78,174,4,,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(74%)', 'number': '58'}}, {'name': 'Clinch', 'value': {'percentage': '(21%)', 'number': '16'}}, {'name': 'Suelo', 'value': {'percentage': '(5%)', 'number': '4'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '62%', 'value': '48'}, 'body': {'percentage': '37%', 'value': '29'}, 'legs': {'percentage': '1%', 'value': '1'}}"
Kyle,Reyes,,0-0-0 (W-L-D),,,,Featherweight,"Mar. 07, 2023",,,,,,0,0,0,0,0,0,0,,,,,,,,,{},{},{}
Alex,Reyes,"""The Executioner""",13-3-0 (W-L-D),36,71.00,167.50,Welterweight,"Sep. 16, 2017",73.00,41.00,"Hollywood, Estados Unidos",,,0,0,6,13,13,6,46%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(50%)', 'number': '3'}}, {'name': 'Clinch', 'value': {'percentage': '(50%)', 'number': '3'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(69%)', 'number': '9'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(31%)', 'number': '4'}}]}","{'head': {'percentage': '17%', 'value': '1'}, 'body': {'percentage': '67%', 'value': '4'}, 'legs': {'percentage': '17%', 'value': '1'}}"
Dominick,Reyes,"""The Devastator""",12-4-0 (W-L-D),33,76.00,205.40,Light Heavyweight,"Jun. 26, 2017",77.00,43.50,"Apple Valley, Estados Unidos","Teixeira MMA & Fitness-Bethel, CT",,7,2,400,800,7,1,29%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(83%)', 'number': '331'}}, {'name': 'Clinch', 'value': {'percentage': '(10%)', 'number': '41'}}, {'name': 'Suelo', 'value': {'percentage': '(7%)', 'number': '28'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(58%)', 'number': '7'}}, {'name': 'DEC', 'value': {'percentage': '(25%)', 'number': '3'}}, {'name': 'SUB', 'value': {'percentage': '(17%)', 'number': '2'}}]}","{'head': {'percentage': '48%', 'value': '191'}, 'body': {'percentage': '30%', 'value': '121'}, 'legs': {'percentage': '22%', 'value': '88'}}"
Victor,Reyna,,11-5-0 (W-L-D),36,71.00,170.50,Welterweight,"Mar. 07, 2023",,,"Fort Worth, Estados Unidos",,,0,0,94,148,2,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(71%)', 'number': '67'}}, {'name': 'Clinch', 'value': {'percentage': '(17%)', 'number': '16'}}, {'name': 'Suelo', 'value': {'percentage': '(12%)', 'number': '11'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '73%', 'value': '69'}, 'body': {'percentage': '13%', 'value': '12'}, 'legs': {'percentage': '14%', 'value': '13'}}"
Lucrezia,Ria,,0-0-0 (W-L-D),30,,124.50,Women's Flyweight,"Mar. 07, 2023",,,"Friuli-Venezia Giulia, Italia",,,0,0,61,130,3,,33%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(38%)', 'number': '23'}}, {'name': 'Clinch', 'value': {'percentage': '(20%)', 'number': '12'}}, {'name': 'Suelo', 'value': {'percentage': '(43%)', 'number': '26'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '57%', 'value': '35'}, 'body': {'percentage': '38%', 'value': '23'}, 'legs': {'percentage': '5%', 'value': '3'}}"
Amanda,Ribas,,12-3-0 (W-L-D),29,64.00,133.80,Women's Flyweight,"Jun. 29, 2019",66.00,37.00,"Varginha, Brasil",,Judo,3,4,434,1021,25,2,52%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(83%)', 'number': '359'}}, {'name': 'Clinch', 'value': {'percentage': '(5%)', 'number': '23'}}, {'name': 'Suelo', 'value': {'percentage': '(12%)', 'number': '52'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(25%)', 'number': '3'}}, {'name': 'DEC', 'value': {'percentage': '(42%)', 'number': '5'}}, {'name': 'SUB', 'value': {'percentage': '(33%)', 'number': '4'}}]}","{'head': {'percentage': '64%', 'value': '276'}, 'body': {'percentage': '19%', 'value': '83'}, 'legs': {'percentage': '17%', 'value': '75'}}"
Claudio,Ribeiro,,10-3-0 (W-L-D),30,73.00,183.00,Middleweight,"Jan. 14, 2023",77.00,42.00,"Jundiaí, Brasil",,Boxing,8,2,23,37,37,23,62%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(91%)', 'number': '21'}}, {'name': 'Clinch', 'value': {'percentage': '(9%)', 'number': '2'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(80%)', 'number': '8'}}, {'name': 'DEC', 'value': {'percentage': '(20%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '35%', 'value': '8'}, 'body': {'percentage': '13%', 'value': '3'}, 'legs': {'percentage': '52%', 'value': '12'}}"
Esteban,Ribovics,"""El Gringo""",11-1-0 (W-L-D),26,70.00,173.80,Lightweight,"Mar. 04, 2023",69.00,39.00,"Tartagal, Argentina",,Striker,6,5,79,166,1,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(87%)', 'number': '69'}}, {'name': 'Clinch', 'value': {'percentage': '(1%)', 'number': '1'}}, {'name': 'Suelo', 'value': {'percentage': '(11%)', 'number': '9'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(55%)', 'number': '6'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(45%)', 'number': '5'}}]}","{'head': {'percentage': '80%', 'value': '63'}, 'body': {'percentage': '14%', 'value': '11'}, 'legs': {'percentage': '6%', 'value': '5'}}"
Tabatha,Ricci,"""Baby Shark""",8-1-0 (W-L-D),28,61.00,121.60,Women's Strawweight,"Jun. 05, 2021",61.00,36.00,"State of São Paulo, Brasil",,Judo,1,3,148,352,27,5,52%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(55%)', 'number': '81'}}, {'name': 'Clinch', 'value': {'percentage': '(5%)', 'number': '8'}}, {'name': 'Suelo', 'value': {'percentage': '(40%)', 'number': '59'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(13%)', 'number': '1'}}, {'name': 'DEC', 'value': {'percentage': '(50%)', 'number': '4'}}, {'name': 'SUB', 'value': {'percentage': '(38%)', 'number': '3'}}]}","{'head': {'percentage': '53%', 'value': '78'}, 'body': {'percentage': '15%', 'value': '22'}, 'legs': {'percentage': '32%', 'value': '48'}}"
Brad,Riddell,"""Quake""",10-4-0 (W-L-D),31,67.00,155.60,Lightweight,"Oct. 05, 2049",71.00,38.00,"Christchurch, Nueva Zelanda",City Kickboxing,Striker,5,5,360,671,25,1,36%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(83%)', 'number': '297'}}, {'name': 'Clinch', 'value': {'percentage': '(4%)', 'number': '16'}}, {'name': 'Suelo', 'value': {'percentage': '(13%)', 'number': '47'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(50%)', 'number': '5'}}, {'name': 'DEC', 'value': {'percentage': '(50%)', 'number': '5'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '65%', 'value': '233'}, 'body': {'percentage': '22%', 'value': '80'}, 'legs': {'percentage': '13%', 'value': '47'}}"
Theo,Rlayang,,0-1-0 (W-L-D),28,67.00,146.00,Featherweight,"Mar. 07, 2023",65.00,37.00,Vietnam,,,0,0,89,184,5,,40%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(97%)', 'number': '86'}}, {'name': 'Clinch', 'value': {'percentage': '(3%)', 'number': '3'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '33%', 'value': '29'}, 'body': {'percentage': '33%', 'value': '29'}, 'legs': {'percentage': '35%', 'value': '31'}}"
Kali,Robbins,"""Pop Tart""",6-2-0 (W-L-D),38,63.00,116.00,Women's Strawweight,"Mar. 07, 2023",63.50,,"Wauwatosa, Estados Unidos",,MMA,0,0,56,120,6,,33%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(89%)', 'number': '50'}}, {'name': 'Clinch', 'value': {'percentage': '(11%)', 'number': '6'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '57%', 'value': '32'}, 'body': {'percentage': '14%', 'value': '8'}, 'legs': {'percentage': '29%', 'value': '16'}}"
Danny,Roberts,"""Hot Chocolate""",18-7-0 (W-L-D),35,73.00,170.00,Welterweight,"Dec. 10, 2015",74.00,42.00,"London, Reino Unido","Blackzilians - Boca Raton, FL",Striker,8,5,361,891,19,,11%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(60%)', 'number': '218'}}, {'name': 'Clinch', 'value': {'percentage': '(23%)', 'number': '82'}}, {'name': 'Suelo', 'value': {'percentage': '(17%)', 'number': '61'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(44%)', 'number': '8'}}, {'name': 'DEC', 'value': {'percentage': '(28%)', 'number': '5'}}, {'name': 'SUB', 'value': {'percentage': '(28%)', 'number': '5'}}]}","{'head': {'percentage': '57%', 'value': '206'}, 'body': {'percentage': '25%', 'value': '92'}, 'legs': {'percentage': '17%', 'value': '63'}}"
Gillian,Robertson,"""The Savage""",11-7-0 (W-L-D),27,65.00,125.00,Women's Flyweight,"Dec. 01, 2017",63.00,35.50,"Niagara Falls, Canadá",,MMA,1,8,278,578,51,3,41%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(49%)', 'number': '136'}}, {'name': 'Clinch', 'value': {'percentage': '(5%)', 'number': '13'}}, {'name': 'Suelo', 'value': {'percentage': '(46%)', 'number': '129'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(9%)', 'number': '1'}}, {'name': 'DEC', 'value': {'percentage': '(18%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(73%)', 'number': '8'}}]}","{'head': {'percentage': '68%', 'value': '189'}, 'body': {'percentage': '17%', 'value': '47'}, 'legs': {'percentage': '15%', 'value': '42'}}"
Kleydson,Rodrigues,"""KR""",8-2-0 (W-L-D),27,65.00,127.00,Flyweight,"May. 07, 2022",67.00,37.00,"Almeirim, Brasil",,MMA,5,1,186,303,8,2,25%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(82%)', 'number': '152'}}, {'name': 'Clinch', 'value': {'percentage': '(16%)', 'number': '29'}}, {'name': 'Suelo', 'value': {'percentage': '(3%)', 'number': '5'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(63%)', 'number': '5'}}, {'name': 'DEC', 'value': {'percentage': '(25%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(13%)', 'number': '1'}}]}","{'head': {'percentage': '40%', 'value': '75'}, 'body': {'percentage': '34%', 'value': '64'}, 'legs': {'percentage': '25%', 'value': '47'}}"
Gregory,Rodrigues,"""Robocop""",13-5-0 (W-L-D),31,75.00,186.00,Middleweight,"Jun. 05, 2021",75.00,43.00,"Rio de Janeiro , Brasil",Sanford MMA,Grappler,8,3,332,601,16,7,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(81%)', 'number': '270'}}, {'name': 'Clinch', 'value': {'percentage': '(10%)', 'number': '34'}}, {'name': 'Suelo', 'value': {'percentage': '(8%)', 'number': '28'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(62%)', 'number': '8'}}, {'name': 'DEC', 'value': {'percentage': '(15%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(23%)', 'number': '3'}}]}","{'head': {'percentage': '76%', 'value': '253'}, 'body': {'percentage': '20%', 'value': '68'}, 'legs': {'percentage': '3%', 'value': '11'}}"
Pete,Rodriguez,"""Dead Game""",5-1-0 (W-L-D),26,69.00,170.50,Welterweight,"Jan. 22, 2022",71.00,39.00,"Tucson, Estados Unidos",Dominate Fitness and MMA,Jiu-Jitsu,5,5,47,102,102,47,46%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(81%)', 'number': '38'}}, {'name': 'Clinch', 'value': {'percentage': '(13%)', 'number': '6'}}, {'name': 'Suelo', 'value': {'percentage': '(6%)', 'number': '3'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(100%)', 'number': '5'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '51%', 'value': '24'}, 'body': {'percentage': '30%', 'value': '14'}, 'legs': {'percentage': '19%', 'value': '9'}}"
Luis,Rodriguez,,0-1-0 (W-L-D),23,,126.00,Flyweight,"Mar. 07, 2023",,,"Chiapas, México",,,0,0,19,51,4,,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(68%)', 'number': '13'}}, {'name': 'Clinch', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(32%)', 'number': '6'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '53%', 'value': '10'}, 'body': {'percentage': '21%', 'value': '4'}, 'legs': {'percentage': '26%', 'value': '5'}}"
Daniel,Rodriguez,"""D-Rod""",17-3-0 (W-L-D),36,73.00,170.00,Welterweight,"Feb. 15, 2020",74.00,41.00,"Los Angeles, Estados Unidos",10th Planet Jiu-Jitsu,Freestyle,8,4,878,1740,10,,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(95%)', 'number': '835'}}, {'name': 'Clinch', 'value': {'percentage': '(1%)', 'number': '12'}}, {'name': 'Suelo', 'value': {'percentage': '(4%)', 'number': '31'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(16%)', 'number': '8'}}, {'name': 'DEC', 'value': {'percentage': '(76%)', 'number': '39'}}, {'name': 'SUB', 'value': {'percentage': '(8%)', 'number': '4'}}]}","{'head': {'percentage': '66%', 'value': '581'}, 'body': {'percentage': '15%', 'value': '128'}, 'legs': {'percentage': '19%', 'value': '169'}}"
